unweighted_abruptness,weighted_abruptness,branchiness_mean,branchiness_variance,repeteadness_mean,repeteadness_variance,melodic_mean,melodic_variance,pitch_in_piece,pitch_in_rules,pitch_between_rules,label
11,9,3.185185185,2.299039781,5,2.044853964,1.851851852,0.792866941,15,3.407407407,6.2,Folk
5,4,3.845070423,4.285855981,7,4.115011138,2.436619718,0.781194207,24,3.929577465,5.84375,Folk
1,4,3.811764706,3.846920415,8,5.233328704,1.635294118,0.255224913,37,4.988235294,8.61038961,Folk
7,7,2.571428571,1.292517007,12.87777778,13.9719199,2.523809524,2.820861678,14,5.047619048,8.047619048,Folk
10,2,3.395348837,2.270055886,10,8.898716802,2.062015504,0.693828496,28,4.488372093,6.44966443,Folk
4,4,2.631578947,0.969529086,4,1.300661728,1.631578947,0.443213296,13,2.052631579,5.375,Folk
5,12,3.219512195,1.293277811,9.05,7.26682398,1.853658537,0.515169542,17,3.585365854,5.974358974,Folk
4,23,3.739130435,3.497164461,21,40.09764543,1.608695652,0.29615627,43,3.115942029,7.532258065,Folk
4,1,3.083333333,2.576388889,9,5.534879362,1.375,0.234375,24,1.958333333,5.380952381,Folk
2,2,3,1.32,17.33968254,21.22162528,2.06,1.0164,21,2.42,4,Folk
12,12,2.842105263,1.08033241,9,7.195595849,1.736842105,0.509695291,17,3.947368421,6.777777778,Folk
7,7,3.240506329,2.663675693,10,8.148620932,2.037974684,0.720076911,38,5.772151899,9.071428571,Folk
5,5,3.090909091,1.537190083,8,5.059687787,1.5,0.25,19,2.818181818,6.1,Folk
1,12,3.441441441,1.994318643,12,11.28585155,2.117117117,0.625923221,34,4.54954955,7,Folk
2,4,2.461538462,1.479289941,2.24,0.328888889,1.307692308,0.366863905,19,1,3.5,Folk
12,9,3.142857143,1.646258503,4.737362637,1.618506129,1.904761905,0.657596372,17,4.333333333,7,Folk
4,1,3,1.4,3.983333333,1.238260922,1.95,2.0475,24,2.7,5.571428571,Folk
3,2,3.257142857,1.56244898,17,25.27685441,2.028571429,0.542040816,15,4.114285714,6.852941176,Folk
1,12,3.25203252,1.912089365,15,19.44028863,2.154471545,0.846057241,48,11.2195122,16.5106383,Folk
1,1,2.785714286,0.882653061,12,12.24811261,1.357142857,0.229591837,45,2.178571429,8.8,Folk
7,8,3.587301587,2.464600655,9,6.787280026,2.079365079,0.644494835,20,3.841269841,5.363636364,Folk
10,2,3.244444444,0.984691358,12,12.81549702,1.688888889,0.347654321,26,2.288888889,5.5,Folk
8,5,3.479452055,2.989303809,9.820512821,8.215351193,1.97260274,0.574591856,29,4.369863014,6.616438356,Folk
2,2,2.913043478,0.948960302,14.23,17.36715185,1.695652174,0.429111531,29,2.260869565,4.70212766,Folk
3,3,3.411764706,1.477508651,10,8.598220604,2,0.470588235,12,2.558823529,4,Folk
3,2,3.428571429,1.444897959,4,1.409722222,1.771428571,0.290612245,16,3.4,6.264705882,Folk
2,2,3.333333333,1.022222222,3,0.505677714,1.4,0.24,17,1.666666667,5.833333333,Folk
4,4,2.941176471,1.23183391,3,0.785123967,1.352941176,0.228373702,20,1.529411765,3.8,Folk
1,5,3.416666667,2.409722222,4.9,1.701460249,1.541666667,0.331597222,13,1.041666667,2.555555556,Folk
8,3,3.770334928,3.554909457,21,39.19066672,2.449760766,0.572834871,19,4.162679426,5.554166667,Folk
4,7,3.478991597,2.468046042,18,29.14770726,2.327731092,0.707718381,19,5.159663866,6.97080292,Folk
5,12,3.12,1.4656,10,9.2864,1.8,0.72,17,3,5.523809524,Folk
11,12,3.076923077,1.955621302,12,11.77621997,1.826923077,0.720044379,33,5.173076923,9.26,Folk
7,7,2.444444444,0.691358025,5.65,2.40234375,1.444444444,0.24691358,12,3.222222222,7.444444444,Folk
1,2,3.157894737,1.711911357,7,3.755347439,1.842105263,0.659279778,19,4.789473684,8.944444444,Folk
2,5,4,5.65,9,6.953864134,1.5,0.25,29,3.15,8.096774194,Folk
2,9,3.257142857,1.791020408,15.81818182,21.02753454,2.085714286,1.106938776,33,5.042857143,7.742857143,Folk
1,1,3.578947368,2.506925208,6.818181818,3.695516289,1.894736842,0.409972299,29,4.684210526,6.591549296,Folk
5,5,2.956521739,1.780718336,5.053333333,1.998474603,2.391304348,1.542533081,12,4.260869565,6.227272727,Folk
10,10,3.142857143,1.510204082,7.714285714,4.335193045,1.653061224,0.349021241,34,4.163265306,8.272727273,Folk
5,1,2.764705882,0.709342561,15,19.20068711,1.411764706,0.477508651,40,1.264705882,4.076923077,Folk
27,22,3.434782609,2.680529301,15,19.15846995,1.543478261,0.248109641,31,7.304347826,15.17021277,Folk
10,1,3.61038961,2.861190757,7,4.052680283,2.077922078,0.695226851,23,2.519480519,4.615384615,Folk
7,7,2.75,0.6875,1.8,0.1696,1.25,0.1875,14,2,7.5,Folk
12,1,3.666666667,3.022222222,6,3.12824389,1.7,0.343333333,15,2.7,5.263157895,Folk
4,4,3,1.333333333,4.948484848,1.898452812,1.444444444,0.358024691,21,3.111111111,6.076923077,Folk
5,7,3.034482759,1.412604043,14,15.69591982,1.724137931,0.613555291,22,3.206896552,7,Folk
9,2,3.714285714,2.954081633,6,3.164111788,1.857142857,0.443877551,20,4,6.549019608,Folk
4,15,2.666666667,0.355555556,6.5,3.577076371,1.666666667,0.755555556,15,2.4,5.461538462,Folk
7,12,3.677419355,2.05723205,6,3.124466226,1.741935484,0.288241415,24,3.741935484,7.3125,Folk
10,12,3.5,1.383333333,7.8,4.763897809,1.666666667,0.222222222,43,6.066666667,10.94202899,Folk
2,2,3.290322581,3.044745057,22,44.03545874,2.258064516,0.96566077,19,3.725806452,5.596774194,Folk
2,2,3,1,4,1.020083102,1.5,0.25,17,2.5,5.0625,Folk
3,1,2.933333333,1.262222222,6.6,2.816820537,1.866666667,0.915555556,9,2.6,4.866666667,Folk
12,5,3.908045977,3.84211917,14.83333333,19.83496553,2.040229885,0.417921786,39,5.218390805,7.78680203,Folk
7,2,3.6,2.576842105,13.62528736,15.45982119,1.989473684,0.473573407,27,4.726315789,6.963302752,Folk
16,14,3.44,1.7664,13,13.77021948,1.866666667,0.302222222,27,8.533333333,13.07142857,Folk
7,2,3.055555556,1.274691358,15,20.09945945,1.888888889,0.820987654,21,4.305555556,7.147058824,Folk
5,5,3.368421053,1.390581717,4,1.034205693,1.684210526,0.373961219,18,4.210526316,7.333333333,Folk
5,5,3.4,2.24,6,2.424342105,1.55,0.2475,19,3.65,8.55,Folk
2,8,3.666666667,4.444444444,3.7,0.913580247,1.666666667,0.666666667,14,1.388888889,4.916666667,Folk
3,2,3.018181818,1.836033058,14,15.86737303,2.072727273,0.758347107,19,4.072727273,6.431034483,Folk
2,2,3.58490566,1.940904236,7,4.110677083,1.79245283,0.390886436,22,3.452830189,6.02173913,Folk
3,3,2.933333333,0.595555556,9.6,7.528848576,1.8,0.426666667,15,2.3,4.21875,Folk
4,2,3.625,2.109375,16.6025641,24.12814102,1.875,0.317708333,16,3.5,5.576923077,Folk
2,2,3.2,1.46,5,2.068328717,1.5,0.25,21,1.4,4.117647059,Folk
5,5,2.761904762,1.70521542,4,1.328202807,2.095238095,1.133786848,19,3.761904762,7.125,Folk
12,1,3.563636364,2.17322314,7.4,4.313924604,1.836363636,0.391404959,23,3.327272727,6.036363636,Folk
5,5,3.19047619,1.487528345,15.6,20.03570574,1.761904762,0.467120181,29,4.19047619,7.404761905,Folk
2,2,3.2,1.86,3,0.653840666,1.35,0.3275,22,0.65,2.8125,Folk
3,1,3.318181818,1.489669421,9.392857143,7.230494788,1.909090909,0.446280992,15,3.159090909,5.755102041,Folk
1,2,3.483870968,2.185223725,6,3.175326348,1.64516129,0.357960458,20,2.870967742,5.888888889,Folk
10,5,3.652173913,3.096408318,5,1.7156,1.52173913,0.423440454,19,1.869565217,4.8125,Folk
10,2,3.528089888,2.226739048,14,16.03461026,1.943820225,0.43504608,27,3.460674157,5.555555556,Folk
1,1,1,0,1,0,1,0,1,0,1,Folk
12,12,3.310344828,1.662306778,6,3.31138546,1.620689655,0.373365042,22,7,12.83333333,Folk
4,5,3.5625,2.15234375,12,11.15931257,1.828125,0.517333984,29,4.375,7.555555556,Folk
2,2,3.6,2.130909091,5,1.898208792,1.781818182,0.352396694,29,3.436363636,6.3,Folk
5,3,3.058823529,1.349480969,5,1.925078044,1.882352941,0.809688581,12,3.588235294,7.3,Folk
3,3,2.833333333,0.972222222,10,9.1384561,1.583333333,0.409722222,24,2.458333333,5.75,Folk
5,3,3.529411765,2.037370242,6,2.837823208,2.082352941,0.804982699,27,3,4.634408602,Folk
7,5,3.384615385,1.00591716,5,1.888657648,1.846153846,0.591715976,19,3.846153846,7.55,Folk
3,4,2.769230769,0.946745562,9,6.626878515,1.5,0.403846154,28,1.5,5.304347826,Folk
12,2,3.261538462,2.993136095,14,18.06966562,2.030769231,0.829822485,23,4.661538462,7.416666667,Folk
7,7,2.882352941,1.044982699,8.714285714,6.326083392,1.588235294,0.477508651,29,3.294117647,7.258064516,Folk
5,2,3.333333333,0.888888889,4,1.167657551,1.733333333,0.328888889,7,2.133333333,4.153846154,Folk
3,3,2.333333333,0.888888889,3,0.561983471,1.166666667,0.138888889,13,0.833333333,4,Folk
16,21,3.01754386,1.280393967,22,45.68449658,1.877192982,0.598953524,29,7.280701754,11.13114754,Folk
2,1,3.227272727,2.084710744,6,2.930285888,1.75,0.460227273,29,3.25,5.75,Folk
3,3,2.857142857,1.408163265,3,0.469135802,1.714285714,0.632653061,15,3.357142857,6.7,Folk
10,10,1.5,0.75,1.972727273,0.217454659,1,0,13,0,6.75,Folk
5,5,3.6,2.551111111,20,35.50787217,1.966666667,0.61,26,6.011111111,8.591836735,Folk
2,2,3.291666667,2.123263889,7,4.271137217,1.916666667,0.534722222,21,4.104166667,7.041666667,Folk
10,4,3.440860215,2.39704012,9,5.998024319,2.247311828,0.766793849,21,3.709677419,5.406593407,Folk
11,11,2.913043478,1.296786389,21.875,37.0284924,2.195652174,1.63563327,27,7.586956522,10.27586207,Folk
6,16,4.876712329,5.587539876,5,1.635614511,1.952054795,0.278523175,36,4.842465753,7.201754386,Folk
4,4,2.666666667,0.755555556,5.75,2.439382289,1.466666667,0.382222222,29,3.933333333,9.230769231,Folk
2,5,2.72,1.0816,8,4.924434053,1.76,0.5824,19,3.4,7.136363636,Folk
3,3,2.967741935,1.579604579,12.675,12.76978151,2.225806452,1.40062435,17,4.161290323,6.161290323,Folk
7,7,2.5,0.583333333,8.833333333,6.561707523,1.583333333,0.576388889,14,3.333333333,7.545454545,Folk
17,17,3.290322581,2.077003122,18.84848485,26.8638469,1.983870968,0.822320499,24,4,6.944444444,Folk
7,11,3.414634146,2.096371208,8.764705882,5.904698621,2.756097561,2.720999405,15,6.048780488,7.585365854,Folk
12,12,2.333333333,0.222222222,2.869565217,0.510147011,1.166666667,0.138888889,17,1.166666667,10,Folk
1,1,2.470588235,0.602076125,6,2.971088435,1.352941176,0.346020761,19,1.058823529,4.083333333,Folk
2,3,3.288888889,1.538765432,10,8.333792112,2.044444444,0.620246914,14,2.555555556,4.477272727,Folk
5,7,2.857142857,1.170068027,12,12.58468571,1.761904762,0.752834467,17,4,6.388888889,Folk
12,3,3.5,2.607142857,15.85,20.55086543,2.166666667,0.805555556,23,4.773809524,6.841463415,Folk
1,1,3.466666667,2.515555556,9,6.115107009,1.644444444,0.362469136,26,2.733333333,6.361111111,Folk
4,4,2,1,2.7,0.425828559,1.5,0.583333333,16,4,8.428571429,Folk
5,5,3,0.666666667,3,0.506666667,1.5,0.416666667,12,1.666666667,4.5,Folk
12,4,3.333333333,2.017094017,8,5.115303782,1.743589744,0.395792242,22,3.384615385,5.842105263,Folk
3,3,3.333333333,1.755555556,6,3.118315972,1.733333333,0.395555556,16,2.266666667,3.888888889,Folk
5,9,3.156862745,1.563629373,23.45454545,44.7618282,2.039215686,0.567089581,31,4.411764706,7.195121951,Folk
1,1,2.25,0.4375,2.65,0.5,1.125,0.109375,8,0.125,2.8,Folk
3,1,3.346153846,1.572485207,16,22.06426725,2.057692308,0.631286982,22,3.461538462,5.547169811,Folk
2,2,2.666666667,0.94017094,20,36.30065146,2.205128205,1.291255753,15,3.820512821,5.8,Folk
11,11,3.37037037,2.677640604,14.76,16.71647505,1.814814815,0.410150892,24,3.944444444,6.546875,Folk
1,9,3,2,12,11.38952086,1.527777778,0.304783951,25,1.638888889,4.648648649,Folk
6,7,3.973333333,4.301511111,22.37373737,44.49626972,2.231111111,0.426587654,24,4.76,6.611538462,Folk
4,3,3.387755102,1.135360267,14,16.13265414,1.897959184,0.377342774,16,2.489795918,4.42,Folk
7,5,2.875,1.609375,2.935714286,0.531836735,1.625,0.484375,17,2.1875,6.357142857,Folk
5,3,3.142857143,1.360544218,6.2,3.254687131,2.238095238,1.133786848,10,2.19047619,3.75,Folk
3,5,3.090909091,1.537190083,3,0.555555556,1.272727273,0.198347107,19,1.727272727,5.222222222,Folk
3,5,3.272727273,1.683195592,18,30.42821042,2.181818182,0.876033058,31,7.106060606,9.720588235,Folk
7,4,3.416666667,2.618055556,5,1.946387032,2.354166667,1.062065972,14,3.9375,5.195121951,Folk
3,3,3,1.8,9,6.466424948,1.725,0.499375,28,2.725,5.564102564,Folk
7,2,3.527777778,1.749228395,8,5.651678631,2.138888889,0.675154321,22,3.180555556,5.014084507,Folk
1,2,3.227272727,1.857438017,10,8.801143082,1.909090909,0.491735537,19,2.863636364,4.627906977,Folk
2,2,3.333333333,1.858585859,8,5.467120181,1.848484848,0.492194674,24,3.484848485,5.4,Folk
6,6,2.888888889,0.987654321,2.55,0.45,1.333333333,0.222222222,6,1.111111111,3.166666667,Folk
1,3,3.111111111,0.765432099,7,3.980182323,2,0.814814815,16,2.592592593,4.857142857,Folk
3,3,2.5,0.416666667,9,6.717740339,2.083333333,2.826388889,24,2.958333333,6.80952381,Folk
8,8,3.292307692,1.683786982,9,6.229758851,1.953846154,0.628639053,22,3.907692308,5.769230769,Folk
36,16,3.684210526,3.900277008,3.91,1.159232373,1.421052632,0.349030471,47,2.842105263,13.30769231,Folk
5,5,2.875,0.734375,9,6.107438017,2.125,1.234375,12,3.1875,5.375,Folk
3,3,3.684210526,2.584487535,8.8,6.477967631,1.921052632,0.388504155,17,4.447368421,6.948717949,Folk
4,5,2.857142857,0.979591837,7.857142857,5.069583673,1.857142857,1.551020408,19,2.714285714,6,Folk
7,5,3.536585366,1.93158834,32.81818182,87.60725966,2.329268293,0.659875074,14,4.012195122,6.010526316,Folk
10,5,2.923076923,1.609467456,11,9.516450883,1.615384615,0.390532544,17,2.730769231,6.24,Folk
12,14,3.421052632,2.454293629,11.63,11.33788909,1.789473684,0.376731302,21,3.868421053,6.840909091,Folk
9,3,3.414634146,1.706127305,12,11.74462069,1.87804878,0.692444973,24,3.414634146,6.5,Folk
1,4,3.157894737,1.922437673,9.85,7.773668639,1.736842105,0.614958449,12,3.736842105,7.055555556,Folk
8,5,4.049180328,4.522171459,6,3.039579641,1.803278689,0.289169578,38,3.729508197,6.490909091,Folk
3,2,3.726315789,2.704044321,10.8,9.642571121,2.010526316,0.431468144,24,3.947368421,6.649484536,Folk
2,2,3.377777778,1.612839506,10.05,9.021787109,2.244444444,0.673580247,12,3.488888889,5.108695652,Folk
5,5,2,0.4,2.515517241,0.417490339,1,0,14,0,5.25,Folk
4,4,2.166666667,0.472222222,6,3.063113855,1.25,0.354166667,13,0.833333333,5.444444444,Folk
16,3,3.471698113,3.532217871,7,4.20500239,1.754716981,0.373798505,31,3.867924528,7.31372549,Folk
1,1,3.179487179,2.352399737,6,3.245428562,1.743589744,0.549638396,24,1.538461538,3.324324324,Folk
2,2,2,0,2.75,0.555555556,1.25,0.1875,2,0.5,1.333333333,Folk
4,1,2.740740741,1.673525377,11.94736842,12.32848004,1.62962963,0.603566529,29,1.814814815,4.409090909,Folk
9,3,3.542372881,1.977018098,11,10.37482157,1.728813559,0.333237575,46,3.43220339,7.368,Folk
4,4,3.311111111,1.992098765,12,11.6633597,2.033333333,0.498888889,25,3.955555556,6.531914894,Folk
8,8,3.555555556,4.691358025,6.111111111,3.001008317,1.777777778,0.395061728,24,8,14.4,Folk
1,5,2.9,1.09,7.9,4.972537163,1.7,0.61,21,2.95,5.692307692,Folk
8,9,3.471698113,1.947312211,10,9.187265212,2.264150943,0.760412958,17,4,5.875,Folk
9,9,3,1.6,7,3.97144641,1.666666667,0.355555556,19,3.433333333,7.193548387,Folk
9,9,3.666666667,2.759259259,11,10.02784979,1.768518519,0.307527435,44,4.175925926,7.801801802,Folk
3,3,3.333333333,1.434343434,8.3,5.958376691,1.696969697,0.39302112,24,3.272727273,6.517241379,Folk
1,1,2.823529412,1.792387543,9,6.331461927,2.117647059,1.280276817,9,1.823529412,3.294117647,Folk
7,23,2.454545455,0.611570248,5,2.207899306,1,0,31,0,11.52941176,Folk
2,17,3.685714286,4.50122449,12,13.95178937,1.9,0.404285714,22,4.114285714,6.234375,Folk
5,4,3.352941176,2.169550173,8.153333333,5.199489929,1.941176471,0.702422145,14,1.941176471,3.533333333,Folk
12,12,3,1.588235294,10,7.757457402,1.852941176,0.478373702,24,5.382352941,8.735294118,Folk
2,2,3.454545455,3.066115702,6,2.914105142,1.454545455,0.247933884,14,1.045454545,2.933333333,Folk
1,1,3.6,1.44,2,0.204081633,1.6,0.44,7,1.9,4.2,Folk
3,9,3.523809524,1.868480726,8,5.28531856,1.738095238,0.383786848,22,4.047619048,7.463414634,Folk
5,12,3.411764706,2.53633218,6,2.809710081,2.352941176,1.46366782,21,6.558823529,9.714285714,Folk
3,2,2.181818182,1.421487603,3.758730159,1.132689497,1.090909091,0.082644628,18,1,4.5,Folk
2,1,3.3,1.36,10,8.050519391,1.9,0.44,17,2.5,4.30952381,Folk
7,9,3.032258065,1.902185224,10.75,8.848780665,1.709677419,0.464099896,19,3.548387097,6.269230769,Folk
5,5,2,0,1.75,0.191358025,1,0,7,0,3.5,Folk
5,5,3.384615385,2.121301775,6.497058824,3.284126898,1.846153846,0.514792899,26,4.115384615,7.291666667,Folk
4,1,3.378378378,2.073046019,10.77777778,9.560227445,2,0.567567568,29,3.351351351,5.654761905,Folk
4,3,3.421052632,1.243767313,7,3.594897959,1.736842105,0.299168975,19,2.684210526,5.179487179,Folk
39,39,2.375,1.109375,4,1.214285714,1.5625,0.49609375,43,1.9375,9.416666667,Folk
5,2,3.155555556,1.420246914,5,1.793536,2.6,2.417777778,15,2.133333333,3.875,Folk
3,8,3.68627451,1.862360631,7.522344322,4.329685876,1.843137255,0.328335256,17,3.019607843,5.087719298,Folk
2,2,3.363636364,1.41322314,4,1.14325155,2.068181818,0.563533058,14,2.613636364,4,Folk
3,3,3.076923077,1.301775148,1.75,0.138888889,1.692307692,0.520710059,9,1.538461538,2.8,Folk
7,7,1.333333333,0.222222222,1,0,1,0,7,0,6,Folk
4,4,2.4,0.906666667,7.55,4.972561983,2.466666667,2.515555556,13,3.666666667,6.384615385,Folk
1,12,3.127272727,1.420165289,18,31.3764085,1.836363636,0.500495868,22,3.418181818,6.13559322,Folk
6,6,3.243243243,2.184075968,6,3.024910454,1.837837838,0.622352082,24,3.486486486,6.64516129,Folk
12,12,3.4,2.706666667,11,9.317417081,1.733333333,0.462222222,24,3.666666667,7.846153846,Folk
1,4,3.161290323,1.393340271,10,8.06533925,2.112903226,0.842091571,20,2.951612903,4.876923077,Folk
5,2,3.657894737,2.843490305,13.38095238,15.11197851,2.25,0.6875,29,4.657894737,6.383116883,Folk
10,12,2.755555556,0.940246914,15,19.43245671,1.577777778,0.421728395,34,2.866666667,5.928571429,Folk
7,2,3.172413793,1.590963139,7.666666667,4.42861453,2.034482759,0.653983353,12,3,5.071428571,Folk
24,2,3.976047904,6.083258632,13.94615385,15.7453509,2.395209581,1.221054896,43,4.359281437,6.544776119,Folk
3,3,3.225806452,1.916753382,11,11.27870877,2.161290323,0.844953174,12,2.903225806,4.4,Folk
1,4,3.214285714,1.954081633,7.6,4.495969383,2.25,0.758928571,9,3.178571429,4.653846154,Folk
2,2,2.64,0.9504,6,3.116380424,2.08,1.8336,13,1.76,3.782608696,Folk
1,1,3.512195122,2.688875669,6,2.682541322,2.146341463,0.710291493,15,3.219512195,5.666666667,Folk
9,9,3.1875,2.02734375,5,1.639077406,1.84375,0.506835938,18,4.8125,7.206896552,Folk
9,9,2.555555556,0.691358025,10.83333333,8.889471773,2,1.222222222,12,3.611111111,6.818181818,Folk
3,3,3.041666667,1.581597222,11,10.18397706,1.854166667,0.416232639,25,3.875,6.090909091,Folk
1,2,3.306122449,1.845064556,7.3,4.578650973,1.714285714,0.408163265,29,3.448979592,8.152173913,Folk
3,2,3.384615385,1.990532544,10.89230769,9.618448499,1.969230769,0.829822485,29,3.046153846,5.25,Folk
3,4,3.172413793,1.797859691,14,17.15695851,2.379310345,1.108997226,29,3.793103448,5.967741935,Folk
7,7,1.333333333,0.222222222,1.85,0.1875,1,0,9,0,3.666666667,Folk
2,4,3.238095238,1.609977324,4.835714286,1.935856856,1.69047619,0.499433107,33,2.357142857,5,Folk
3,2,3.178082192,1.434040158,33.44642857,102.1961941,1.849315068,0.401951586,31,4.02739726,6.6,Folk
10,5,2.571428571,1.102040816,2,0.234375,1,0,15,0,4.8,Folk
4,5,3.2,1.702857143,31.77777778,84.10075318,2.285714286,1.004081633,19,5.457142857,7.445783133,Folk
2,4,3.84,2.1344,4.928571429,1.817881974,2,0.72,12,1.76,3.722222222,Folk
1,8,3.625,2.234375,9,7.432977013,1.984375,0.390380859,19,3.34375,5.462686567,Folk
3,12,3.125,0.984375,3.7,0.88340192,2.0625,1.43359375,14,4.625,9.090909091,Folk
7,7,3.151515152,2.431588613,9.833333333,7.400880251,1.848484848,0.552800735,19,4.03030303,7.3,Folk
5,9,3.392156863,1.924644368,11,11.37425992,2.264705882,0.782871972,29,4.215686275,6.294642857,Folk
11,11,3.52,2.8896,3.495045501,0.8931892,2.16,0.8544,14,6.08,8.882352941,Folk
10,10,3.2,1.44,8,5.446453168,1.68,0.4576,20,4.12,8.227272727,Folk
2,2,2.333333333,0.444444444,15,19.51113905,3.888888889,8.098765432,9,4.222222222,5.333333333,Folk
4,5,3.132075472,1.246707013,9,7.137420629,1.679245283,0.331078676,29,2.509433962,4.903846154,Folk
2,1,3.92,3.1136,13,15.65016223,2.12,0.8256,21,3.36,6.102564103,Folk
5,2,3.090909091,1.052341598,16,22.02541764,1.636363636,0.41322314,33,1.848484848,5.055555556,Folk
9,1,3.422222222,2.243950617,15.77419355,19.94176553,1.777777778,0.261728395,19,2.955555556,5.5,Folk
5,5,2.777777778,1.395061728,4.909090909,1.759850788,1.944444444,0.608024691,12,3.611111111,6.2,Folk
4,2,3.066666667,1.995555556,6.992,3.776976139,1.933333333,1.128888889,24,4.3,6.678571429,Folk
2,1,3.5,2.75,4,1.514739229,1.5,0.375,10,1.3125,4.375,Folk
7,3,3.393939394,1.814508724,7,4.141358025,2,0.484848485,21,5.242424242,8.678571429,Folk
9,8,3.392857143,1.524234694,11,10.95426709,1.946428571,0.586415816,29,4.392857143,7.155172414,Folk
7,5,3,0.6,6,2.60486522,1.5,0.45,12,2,5.333333333,Folk
12,12,3.043478261,1.258979206,12.8,14.01605587,1.565217391,0.419659735,27,2.086956522,6.695652174,Folk
4,7,3.593220339,3.05486929,11,10.02807472,2.084745763,0.535191037,26,3.737288136,5.850393701,Folk
7,5,3.087719298,1.834410588,10,8.573201578,1.666666667,0.292397661,31,4.614035088,8.147540984,Folk
4,4,3.594202899,2.212140307,9,6.981461224,1.84057971,0.365889519,22,3.449275362,6.464788732,Folk
8,8,3.206349206,1.370118418,12,13.60257483,2.095238095,0.62585034,20,3.523809524,5.597014925,Folk
5,7,2.5,0.5,3,0.648888889,1.375,0.484375,10,1.375,5.166666667,Folk
7,7,3.684210526,2.952908587,7,3.310528343,1.657894737,0.33033241,29,3.263157895,6.40625,Folk
5,2,3.214285714,3.382653061,6,3.113227417,1.75,0.6875,22,4.392857143,8.791666667,Folk
7,2,3.941176471,5.937716263,16,20.62115169,1.867647059,0.379541522,24,4.397058824,7.515151515,Folk
7,10,3.2,1.445714286,12.85714286,13.54504622,1.957142857,0.555306122,29,4.614285714,7,Folk
9,8,2.8,1.06,9.953488372,7.288601861,1.55,0.2475,13,4.4,8.227272727,Folk
5,5,2.5,0.25,1,0,1,0,12,0,5,Folk
7,7,2,0.285714286,5,1.852237253,1,0,14,0,4.714285714,Folk
